"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"CRYBG3",0.000878855470019553,0.467662898320592,0.548,0.296,1
"MIF",0.000893694676899441,-0.37622344665846,0,0.268,1
"AC012358.3",0.000904655976706194,0.341789903203396,0.484,0.23,1
"CDKAL1",0.000907381216078436,0.464321908931483,0.71,0.498,1
"CTNNA3",0.000910762855642265,0.338529674967942,0.161,0.038,1
"HMGB1",0.000916409563371912,-0.393403703759146,0.452,0.761,1
"PBRM1",0.00092323255929008,0.374446026608797,0.613,0.345,1
"PTP4A2",0.000934772020279802,-0.444895230290925,0.323,0.593,1
"LRCH3",0.000942515646318647,0.271456126612168,0.387,0.157,1
"CD37",0.000958244527518978,-0.432601824721124,0.161,0.456,1
"CNOT8",0.00096034341651425,0.331474917433991,0.548,0.285,1
"RUNX2",0.0010016328538858,0.547997234832803,0.677,0.458,1
"PPP1CA",0.00101297521201854,-0.370376538470722,0.032,0.309,1
"FLT3",0.00101362763189244,0.452635591320415,0.774,0.575,1
"ZNF638",0.00101582722998575,0.372566643206104,0.548,0.287,1
"KIF16B",0.00102331213401848,0.347299884595674,0.355,0.147,1
"AP3B1",0.00103664913076471,0.458415077041471,0.774,0.659,1
"SLC38A9",0.00105121128477028,0.420205718263974,0.452,0.212,1
"NDUFB7",0.00105353480237358,-0.354928668295231,0,0.261,1
"MYDGF",0.00107177869802641,-0.365615347092479,0,0.261,1
"PSMA4",0.00107357742228357,-0.391304204966287,0.065,0.349,1
"EID1",0.0010742633605975,-0.384739028490606,0.065,0.349,1
"ZBTB20",0.00108340783942345,0.572952068426388,0.839,0.712,1
"RBM47",0.00109568962410818,0.427078958574672,0.774,0.59,1
"BMP2K",0.00109988781929804,0.666759723892286,0.581,0.341,1
"RNF130",0.00110018893885339,0.569165101453063,0.935,0.784,1
"JAML",0.00110312870687292,0.412040775834013,0.935,0.77,1
"ANXA2",0.00111111936476197,-0.441196010210614,0.613,0.797,1
"P2RY14",0.00114716039110369,0.551230770084585,0.387,0.184,1
"PPP4C",0.00115027536497713,-0.344162237426161,0,0.258,1
"ADAM28",0.00115219121415404,0.489318889468102,0.839,0.672,1
"NPIPB5",0.00116786271873724,0.279254497172575,0.387,0.163,1
"TUBGCP2",0.00116832662203073,0.31343643272939,0.548,0.274,1
"CCDC6",0.00116911718120463,0.460079269127289,0.677,0.393,1
"CARD16",0.00117847137527909,-0.380620569967525,0.032,0.304,1
"RPS4Y1",0.00118174757522744,-0.443863003959345,0.032,0.304,1
"SNHG5",0.00118331437295224,-0.454474005198631,0.194,0.479,1
"BARD1",0.00118763323502787,0.338936411661047,0.258,0.09,1
"DIAPH2",0.00119163808701549,0.555437138690987,0.839,0.683,1
"SYNGR2",0.00119532238155027,-0.36486231856996,0.065,0.345,1
"NBAS",0.0012080085419211,0.350467163674357,0.645,0.353,1
"RPAP3",0.00121629640459267,0.259837043345335,0.323,0.122,1
"CPQ",0.00121926818812803,0.447826760549638,0.645,0.39,1
"ZNF609",0.00122767671499115,0.57791281273709,0.581,0.33,1
"CNTRL",0.00126204917340788,0.393949977894495,0.548,0.295,1
"PARK7",0.00126390611576725,-0.383819451634845,0.097,0.382,1
"CD44",0.00127226657724989,0.488303979091467,0.839,0.62,1
"PGLS",0.00128765644461983,-0.366137174074292,0.097,0.382,1
"YBX1",0.00130280782957528,-0.380620569967525,0.226,0.544,1
"GANC",0.00130495564128013,0.427519777229279,0.452,0.228,1
"ARHGDIB",0.00131576680417051,-0.450656339459681,0.419,0.64,1
"AC078881.1",0.00132096361946758,0.253152730040121,0.129,0.027,1
"BANF1",0.00132109070830381,-0.338748741239797,0,0.254,1
"TAF10",0.00132750049228549,-0.347759982534766,0,0.254,1
"PRDX5",0.00133676201043431,-0.347759982534766,0,0.254,1
"TYW1B",0.00133744141085489,0.263982721602888,0.258,0.087,1
"WNK1",0.00134711267071519,0.345822470190175,0.677,0.414,1
"TIMP1",0.00135122897397561,-0.424814031678391,0.194,0.48,1
"NLK",0.00137974141186029,0.377673533639192,0.484,0.233,1
"ATP6V1G1",0.00138901454560776,-0.359850055134971,0.065,0.341,1
"WDR70",0.00141089247098321,0.521709391089003,0.677,0.474,1
"SPATS2L",0.0014124040031409,0.474023569592366,0.452,0.246,1
"MT-ATP6",0.00141711047571709,-0.456299747206833,1,1,1
"FRMD4B",0.00143172240109304,0.484352636574752,0.516,0.287,1
"CD1C",0.00143622977288208,-0.535970014674308,0.226,0.507,1
"SF3B5",0.00144426677963072,-0.333314855189169,0,0.25,1
"ZNF81",0.00144712035968401,0.37358657611595,0.29,0.109,1
"ARF1",0.00145664924036409,-0.361522745224828,0.065,0.339,1
"ALKBH7",0.00145783050317175,-0.344162237426161,0,0.25,1
"PKM",0.00146007944653786,-0.370112912149132,0.226,0.526,1
"PYGB",0.00148047830104593,0.253640777381429,0.29,0.106,1
"CEP128",0.00149158352267043,0.478128954936314,0.548,0.326,1
"ASH2L",0.00149387362098703,0.293784375268672,0.323,0.128,1
"INSL6",0.00150065640856209,0.492753879283423,0.516,0.287,1
